'Level of description','Identifier','Title','Date','Description','Format','Rights','Contributor','Collection identifier','Collection title','Published online?',MulMultiMediaRefLocal_1,URL
Sub-item,2008.0045.01071,Photographs of Parramatta Wharf area adjacent to Clyde Refinery [1 of many],c.1957,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01122,Shell Historical Archive,Yes,10126,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01071
Sub-item,2008.0045.01072,Photographs of Parramatta Wharf area adjacent to Clyde Refinery [2 of many],c.1957,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01122,Shell Historical Archive,Yes,10127,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01072
Sub-item,2008.0045.01073,Photographs of Parramatta Wharf area adjacent to Clyde Refinery [3 of many],c.1957,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01122,Shell Historical Archive,Yes,10128,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01073
Sub-item,2008.0045.01074,"Photographs of Clyde Refinery entrance, administrative and staff amenities buildings, 1960s [1 of many]",c.1960-1969,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01123,Shell Historical Archive,Yes,10130,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01074
Sub-item,2008.0045.01075,"Photographs of Clyde Refinery entrance, administrative and staff amenities buildings, 1960s [2 of many]",c.1960-1969,Inscriptions: Mens D-Room [dining room],,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01123,Shell Historical Archive,Yes,10131,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01075
Sub-item,2008.0045.01076,"Photographs of Clyde Refinery entrance, administrative and staff amenities buildings, 1960s [3 of many]",c.1960-1969,Inscriptions: Men at Work - Dining Room,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01123,Shell Historical Archive,Yes,10133,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01076
Sub-item,2008.0045.01077,"Photographs of Clyde Refinery entrance, administrative and staff amenities buildings, 1960s [4 of many]",c.1960-1969,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01123,Shell Historical Archive,Yes,10135,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01077
Sub-item,2008.0045.01078,"Photographs of Clyde Refinery entrance, administrative and staff amenities buildings, 1960s [5 of many]",c.1960-1969,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01123,Shell Historical Archive,Yes,10137,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01078
Sub-item,2008.0045.01079,"Photographs of Clyde Refinery entrance, administrative and staff amenities buildings, 1960s [6 of many]",c.1960-1969,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01123,Shell Historical Archive,Yes,10138,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01079
Sub-item,2008.0045.01080,"Photographs of Clyde Refinery entrance, administrative and staff amenities buildings, 1960s [7 of many]",c.1960-1969,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01123,Shell Historical Archive,Yes,10140,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01080
Sub-item,2008.0045.01081,"Photographs of Clyde Refinery entrance, administrative and staff amenities buildings, 1960s [8 of many]",c.1960-1969,Inscriptions: Amenities block,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01123,Shell Historical Archive,Yes,10141,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01081
Sub-item,2008.0045.01082,"Photographs of Clyde Refinery entrance, administrative and staff amenities buildings, 1960s [9 of many]",c.1960-1969,Inscriptions: Old acc/s checking,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01123,Shell Historical Archive,Yes,10143,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01082
Sub-item,2008.0045.01083,"Photographs of workers at their jobs, special events, and training courses [1 of many]",1964-1965,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01124,Shell Historical Archive,Yes,10145,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01083
Sub-item,2008.0045.01084,"Photographs of workers at their jobs, special events, and training courses [2 of many]",1964-1965,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01124,Shell Historical Archive,Yes,10147,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01084
Sub-item,2008.0045.01085,"Photographs of workers at their jobs, special events, and training courses [3 of many]",1964-1965,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01124,Shell Historical Archive,Yes,10149,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01085
Sub-item,2008.0045.01086,"Photographs of workers at their jobs, special events, and training courses [4 of many]",1964-1965,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01124,Shell Historical Archive,Yes,10151,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01086
Sub-item,2008.0045.01087,"Photographs of workers at their jobs, special events, and training courses [5 of many]",1964-1965,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01124,Shell Historical Archive,Yes,10153,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01087
Sub-item,2008.0045.01088,"Photographs of workers at their jobs, special events, and training courses [6 of many]",1964-1965,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01124,Shell Historical Archive,Yes,10155,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01088
Sub-item,2008.0045.01089,"Photographs of workers at their jobs, special events, and training courses [7 of many]",1964-1965,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01124,Shell Historical Archive,Yes,10157,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01089
Sub-item,2008.0045.01090,"Photographs of workers at their jobs, special events, and training courses [8 of many]",1964-1965,Inscriptions: Clyde refinery - operator making specific gravity test. Gasoline from topping plant.,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01124,Shell Historical Archive,Yes,10158,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01090
Sub-item,2008.0045.01091,"Photographs of workers at their jobs, special events, and training courses [9 of many]",1964-1965,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01124,Shell Historical Archive,Yes,10160,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01091
Sub-item,2008.0045.01092,"Photographs of the Governor of New South Wales, His Excellency, Lieut. General John Northcote at the Opening of the Bitumen Refining Plant at Clyde Refinery, 6th May 1948 [1 of many]",6-May-48,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01125,Shell Historical Archive,Yes,10161,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01092
Sub-item,2008.0045.01093,"Photographs of the Governor of New South Wales, His Excellency, Lieut. General John Northcote at the Opening of the Bitumen Refining Plant at Clyde Refinery, 6th May 1948 [2 of many]",6-May-48,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01125,Shell Historical Archive,Yes,10162,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01093
Sub-item,2008.0045.01094,Visitors to Clyde Refinery on tours of inspection [1 of many],1969-1978,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01126,Shell Historical Archive,Yes,10163,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01094
Sub-item,2008.0045.01095,Visitors to Clyde Refinery on tours of inspection [2 of many],1969-1978,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01126,Shell Historical Archive,Yes,10165,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01095
Sub-item,2008.0045.01096,"Photographs of fire fighting demonstrations and equipment at Clyde, April 1971 [1 of many]",Apr-71,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01127,Shell Historical Archive,Yes,10167,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01096
Sub-item,2008.0045.01097,Photographs of John Fell & Co's works [1 of many],1926-1927,Inscriptions: John Fell and Co. refinery at Clyde,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01129,Shell Historical Archive,Yes,10169,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01097
Sub-item,2008.0045.01098,Photographs of John Fell & Co's works [2 of many],1926-1927,"Inscriptions: Fell's products carried ""DUX"" brand",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01129,Shell Historical Archive,Yes,10171,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01098
Sub-item,2008.0045.01099,Shell service station services [1 of many],1931-1979,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01130,Shell Historical Archive,Yes,10173,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01099
Sub-item,2008.0045.01100,Collection of materials relating to launch of Shell X-100 motor oil [1 of many],1951,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01131,Shell Historical Archive,Yes,10175,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01100
Sub-item,2008.0045.01101,Collection of materials relating to launch of Shell X-100 motor oil [2 of many],1951,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01131,Shell Historical Archive,Yes,10176,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01101
Sub-item,2008.0045.01102,Serve yourself and save money [1 of many],c.1970-1979,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01132,Shell Historical Archive,Yes,10177,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01102
Sub-item,2008.0045.01103,Serve yourself and save money [2 of many],c.1970-1979,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01132,Shell Historical Archive,Yes,10178,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01103
Sub-item,2008.0045.01104,Photographs of Clyde Refinery by Douglas Baglin [1 of many],1957-1962,Inscriptions: Cat Cracker Clyde,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01133,Shell Historical Archive,Yes,10179,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01104
Sub-item,2008.0045.01105,Photographs of Clyde Refinery by Douglas Baglin [2 of many],1957-1962,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01133,Shell Historical Archive,Yes,10181,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01105
Sub-item,2008.0045.01106,Photographs of Clyde Refinery by Douglas Baglin [3 of many],1957-1962,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01133,Shell Historical Archive,Yes,10182,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01106
Sub-item,2008.0045.01107,Photographs of Clyde Refinery by Douglas Baglin [4 of many],1957-1962,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01133,Shell Historical Archive,Yes,10183,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01107
Sub-item,2008.0045.01108,Photographs of Clyde Refinery by Douglas Baglin [5 of many],1957-1962,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01133,Shell Historical Archive,Yes,10184,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01108
Sub-item,2008.0045.01109,Photographs of Clyde Refinery by Douglas Baglin [6 of many],1957-1962,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01133,Shell Historical Archive,Yes,10185,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01109
Sub-item,2008.0045.01110,Photographs of Clyde Refinery by Douglas Baglin [7 of many],1957-1962,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01133,Shell Historical Archive,Yes,10186,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01110
Sub-item,2008.0045.01111,Photographs of Clyde Refinery by Douglas Baglin [8 of many],1957-1962,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01133,Shell Historical Archive,Yes,10187,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01111
Sub-item,2008.0045.01114,Photographs of Clyde Refinery by Douglas Baglin [11 of many],1957-1962,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01133,Shell Historical Archive,Yes,10190,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01114
Sub-item,2008.0045.01115,Photographs of petrol pumps in use and as restored items [1 of many],19-Dec-28,"Inscriptions: Hawke Dual Pump installed at Park Auto Laundry, Oxford St. Paddington. Taken 19/12/28.",,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01134,Shell Historical Archive,Yes,10191,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01115
Sub-item,2008.0045.01116,Photographs of petrol pumps in use and as restored items [2 of many],19-Dec-28,,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01134,Shell Historical Archive,Yes,10193,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01116
Sub-item,2008.0045.01135,New South Wales rural service stations [32 of many],1949-1950,Inscriptions: 224.16,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,10194,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01135
Sub-item,2008.0045.01136,New South Wales rural service stations [33 of many],1949-1950,Inscriptions: 225.34,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,10196,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01136
Sub-item,2008.0045.01137,New South Wales rural service stations [34 of many],1949-1950,Inscriptions: 225.20,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,10198,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01137
Sub-item,2008.0045.01270,Aerial view of Sydney Central Business District and Harbour,undated,"Black and white aerial photograph of Sydney Central Business District and Sydney Harbour. Inscription: Aerial View of Sydney showing Shell House. Stamped: A.H.O Regd. No S2074, Melbourne Office, 22/5/38.",Pictures--Photographs,Copyright: This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.02295,Shell Historical Archive,Yes,18351,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.01270
Sub-item,2008.0045.00851,Photographs of Shell tank trucks and other vehicles servicing New South Wales [40 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S713,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.00972,Shell Historical Archive,Yes,9618,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00851
Sub-item,2008.0045.00850,Photographs of Shell tank trucks and other vehicles servicing New South Wales [39 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S692,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.00972,Shell Historical Archive,Yes,9616,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00850
Sub-item,2008.0045.00848,Photographs of Shell tank trucks and other vehicles servicing New South Wales [37 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S693,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.00972,Shell Historical Archive,Yes,9613,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00848
Sub-item,2008.0045.00847,Photographs of Shell tank trucks and other vehicles servicing New South Wales [36 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S675,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.00972,Shell Historical Archive,Yes,9611,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00847
Sub-item,2008.0045.00846,Photographs of Shell tank trucks and other vehicles servicing New South Wales [35 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S708,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.00972,Shell Historical Archive,Yes,9609,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00846
Sub-item,2008.0045.00845,Photographs of Shell tank trucks and other vehicles servicing New South Wales [34 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S710,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.00972,Shell Historical Archive,Yes,9607,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00845
Sub-item,2008.0045.00841,Photographs of Shell tank trucks and other vehicles servicing New South Wales [30 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S507,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.00972,Shell Historical Archive,Yes,9602,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00841
Sub-item,2008.0045.00840,Photographs of Shell tank trucks and other vehicles servicing New South Wales [29 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S690,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.00972,Shell Historical Archive,Yes,9600,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00840
Sub-item,2008.0045.00836,Photographs of Shell tank trucks and other vehicles servicing New South Wales [25 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: A334,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.00972,Shell Historical Archive,Yes,9595,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00836
Sub-item,2008.0045.00815,New South Wales rural service stations [12 of many],1949-1950,Previous Control Number: PA 200 Inscriptions: 225.89,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,9593,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00815
Sub-item,2008.0045.00814,New South Wales rural service stations [11 of many],1949-1950,Previous Control Number: PA 200 Inscriptions: 226.19,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,9591,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00814
Sub-item,2008.0045.00813,New South Wales rural service stations [10 of many],1949-1950,Previous Control Number: PA 200 Inscriptions: 226.92,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,9589,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00813
Sub-item,2008.0045.00812,New South Wales rural service stations [9 of many],1949-1950,Previous Control Number: PA 200 Inscriptions: 227.49,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,9587,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00812
Sub-item,2008.0045.00811,New South Wales rural service stations [8 of many],1949-1950,Previous Control Number: PA 200 Inscriptions: 226.87,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045.01009,Shell Historical Archive,Yes,9585,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00811
